References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"QR code scanner to pay to pay,q r code scanner to pay to pay,qr code scanner to pay to pay","qr code scanner to pay to pay,q r code scanner to pay to pay,qr code scanner to pay to pay",qr cod stanner to pay to pay ,qr cod stanner to pay to pay,0.2857142857142857,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'qr cod stanner to pay to pay'}",QR code scanner 2.2 pay,qr code scanner 22 pay,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '22.0'}}], 'text': 'qr code scanner 22 pay'}",QR code scanner 2.2 pay,qr code scanner 22 pay,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '22.0'}}], 'text': 'qr code scanner 22 pay'}",https://storage.googleapis.com/slang-audio-test-data/audio/a613fe5b-76de-4a58-8ec8-7621ecde1ab7.wav
"open the QR code,open the q r code,open the qr code","open the qr code,open the q r code,open the qr code",open the queu accde,open the queu accde,0.5,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'open the queu accde'}",open the QR code,open the qr code,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'open the qr code'}",open the QR code,open the qr code,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'open the qr code'}",https://storage.googleapis.com/slang-audio-test-data/audio/a95bb29b-ccc2-4eb2-bd50-c6c9ee2e32aa.wav
"just open the scanner dude,just open the scanner dude","just open the scanner dude,just open the scanner dude",just open the scanner door  ,just open the scanner door,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'just open the scanner door'}",just open the scanner dude,just open the scanner dude,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'just open the scanner dude'}",just open the scanner dude,just open the scanner dude,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'just open the scanner dude'}",https://storage.googleapis.com/slang-audio-test-data/audio/a52a553e-a7b8-4e8a-b286-245749472f7f.wav
"scan and send ten rupees,scan and send 10 rupees","scan and send 10 rupees,scan and send 10 rupees",scan and sent ten rupees,scan and sent 10 rupees,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '10.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and sent 10 rupees'}",scan and send 10 rupees,scan and send 10 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '10.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and send 10 rupees'}",scan and send 10 rupees,scan and send 10 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '10.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and send 10 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/a8fd3f60-4f3a-4187-9f85-b1123595a639.wav
"accept payment from flipkart,accept payment from flipkart","accept payment from flipkart,accept payment from flipkart",accept payment from flipcrt,accept payment from flipcrt,0.25,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'accept payment from flipcrt'}",accept payment from Flipkart,accept payment from flipkart,0.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'accept payment from flipkart'}",accept payment from Flipkart,accept payment from flipkart,0.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'accept payment from flipkart'}",https://storage.googleapis.com/slang-audio-test-data/audio/a8d640cb-d058-4273-8d96-fd4608980944.wav
"approve my pending payments,approve my pending payments","approve my pending payments,approve my pending payments",approve my pending payments,approve my pending payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my pending payments'}",approve my pending payments,approve my pending payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my pending payments'}",approve my pending payments,approve my pending payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my pending payments'}",https://storage.googleapis.com/slang-audio-test-data/audio/a6d0f2b4-e9c1-48a3-918e-7da2f2b4df36.wav
"shalu,shalu","shalu,shalu",salo ,salo,1.0,"{'intent': '', 'entities': [{}], 'text': 'salo'}",Shalu,shalu,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'shalu'}], 'text': 'shalu'}",Shalu,shalu,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'shalu'}], 'text': 'shalu'}",https://storage.googleapis.com/slang-audio-test-data/audio/a6a2a0b4-b085-4053-b0f2-ba1058136196.wav
"ten thousand,10000","10000,10000",ten thousand,10000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10000.0'}}], 'text': '10000'}","10,000",10000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10000.0'}}], 'text': '10000'}","10,000",10000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10000.0'}}], 'text': '10000'}",https://storage.googleapis.com/slang-audio-test-data/audio/a5bdb3f5-cf89-4462-8fc8-b67ce95abf7f.wav
"gowri,gowri","gowri,gowri",gy ,gy,1.0,"{'intent': '', 'entities': [{}], 'text': 'gy'}",Gori,gori,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'gori'}], 'text': 'gori'}",Gori,gori,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'gori'}], 'text': 'gori'}",https://storage.googleapis.com/slang-audio-test-data/audio/a1e892da-62bd-4e38-9da9-57d2c4bcf5cd.wav
"show me the last ten transactions,show me the last 10 transactions","show me the last 10 transactions,show me the last 10 transactions",show me the last ten transactions,show me the last 10 transactions,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me the last 10 transactions'}",show me the last 10 transactions,show me the last 10 transactions,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me the last 10 transactions'}",show me the last 10 transactions,show me the last 10 transactions,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me the last 10 transactions'}",https://storage.googleapis.com/slang-audio-test-data/audio/96037096-e671-4ad7-88c5-7fba1525e6f8.wav
"send hundred rupees to anjali,send 100 rupees to anjali","send 100 rupees to anjali,send 100 rupees to anjali",send one hundred rupees to anjelly,send 100 rupees to anjelly,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 100 rupees to anjelly'}",send hundred rupees to Anjali,send 100 rupees to anjali,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'anjali'}], 'text': 'send 100 rupees to anjali'}",send hundred rupees to Anjali,send 100 rupees to anjali,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'anjali'}], 'text': 'send 100 rupees to anjali'}",https://storage.googleapis.com/slang-audio-test-data/audio/70753776-dbe8-4d32-8999-ba8ee8afe830.wav
"open QR code to make a transaction of five hundred rupees,open q r code to make a transaction of five hundred rupees,open qr code to make a transaction of 500 rupees,open q r code to make a transaction of 500 rupees","open qr code to make a transaction of 500 rupees,open q r code to make a transaction of 500 rupees,open qr code to make a transaction of 500 rupees,open q r code to make a transaction of 500 rupees",open qr code to make a transaction of five hundred rupees,open qr code to make a transaction of 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan', 'payments_name': 'transaction history'}], 'text': 'open qr code to make a transaction of 500 rupees'}",open QR code to make a transaction of 500 rupees,open qr code to make a transaction of 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan', 'payments_name': 'transaction history'}], 'text': 'open qr code to make a transaction of 500 rupees'}",open QR code to make a transaction of 500 rupees,open qr code to make a transaction of 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan', 'payments_name': 'transaction history'}], 'text': 'open qr code to make a transaction of 500 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/58352447-2560-4d23-b367-f38b778437d7.wav
"i would like to view all the offers,i would like to view all the offers","i would like to view all the offers,i would like to view all the offers",i would like to view all the offers,i would like to view all the offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'i would like to view all the offers'}",I would like to view all the offers,i would like to view all the offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'i would like to view all the offers'}",I would like to view all the offers,i would like to view all the offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'i would like to view all the offers'}",https://storage.googleapis.com/slang-audio-test-data/audio/49241138-d0e7-4426-9a1c-dbdec5cb4331.wav
"request you to view my balance,request you to view my balance","request you to view my balance,request you to view my balance",request you to view my balance,request you to view my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'request you to view my balance'}",request you to view my balance,request you to view my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'request you to view my balance'}",request you to view my balance,request you to view my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'request you to view my balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/46948740-eb8c-4b6a-9f36-706a7c454d56.wav
"anu,anu","anu,anu",hellu,hellu,1.0,"{'intent': '', 'entities': [{}], 'text': 'hellu'}",hello,hello,1.0,"{'intent': 'small_talk_greeting', 'entities': [{}], 'text': 'hello'}",hello,hello,1.0,"{'intent': 'small_talk_greeting', 'entities': [{}], 'text': 'hello'}",https://storage.googleapis.com/slang-audio-test-data/audio/36747793-5fb8-4009-bd95-b6eeb6de327b.wav
"request you to show me my balance,request you to show me my balance","request you to show me my balance,request you to show me my balance",request you to show me my balance,request you to show me my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'request you to show me my balance'}",request you to show me my balance,request you to show me my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'request you to show me my balance'}",request you to show me my balance,request you to show me my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'request you to show me my balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/18213761-f08f-41bc-a147-2646e59d121c.wav
"pay my water bill,pay my water bill","pay my water bill,pay my water bill",pay my water bill,pay my water bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay my water bill'}",pay my water bill,pay my water bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay my water bill'}",pay my water bill,pay my water bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay my water bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/7878047e-f871-468d-9b08-c125f4d60532.wav
"approve my payments,approve my payments","approve my payments,approve my payments",approve my payments ,approve my payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my payments'}",approve my payments,approve my payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my payments'}",approve my payments,approve my payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my payments'}",https://storage.googleapis.com/slang-audio-test-data/audio/7698798e-0dcc-4738-b8ac-098e6db40d78.wav
